    0.0000000000E+00     0.3149758458E+01
    0.2506265664E-01     0.3920994603E+01
    0.5012531328E-01     0.3931001117E+01
    0.7518796992E-01     0.4109779769E+01
    0.1002506266E+00     0.2949244606E+01
    0.1253132832E+00     0.2426461194E+01
    0.1503759398E+00     0.3822972639E+01
    0.1754385965E+00     0.2626026630E+01
    0.2005012531E+00     0.2502929710E+01
    0.2255639098E+00     0.3144613538E+01
    0.2506265664E+00     0.3911583091E+01
    0.2756892231E+00     0.2103942263E+01
    0.3007518797E+00     0.3565635718E+01
    0.3258145363E+00     0.3678012190E+01
    0.3508771930E+00     0.3042566870E+01
    0.3759398496E+00     0.3850427654E+01
    0.4010025063E+00     0.3954295131E+01
    0.4260651629E+00     0.4265641679E+01
    0.4511278195E+00     0.4405858656E+01
    0.4761904762E+00     0.4422055215E+01
    0.5012531328E+00     0.3821797884E+01
    0.5263157895E+00     0.2714590037E+01
    0.5513784461E+00     0.4992238517E+01
    0.5764411028E+00     0.3509548569E+01
    0.6015037594E+00     0.2242488407E+01
    0.6265664160E+00     0.3825793387E+01
    0.6516290727E+00     0.2716820390E+01
    0.6766917293E+00     0.3167252345E+01
    0.7017543860E+00     0.5452632600E+01
    0.7268170426E+00     0.3312594813E+01
    0.7518796992E+00     0.4240244647E+01
    0.7769423559E+00     0.4995878446E+01
    0.8020050125E+00     0.2591725855E+01
    0.8270676692E+00     0.1992159711E+01
    0.8521303258E+00     0.3160639943E+01
    0.8771929825E+00     0.3919260420E+01
    0.9022556391E+00     0.2742545624E+01
    0.9273182957E+00     0.4297831461E+01
    0.9523809524E+00     0.4265119206E+01
    0.9774436090E+00     0.4021652851E+01
    0.1002506266E+01     0.2682201361E+01
    0.1027568922E+01     0.4532683336E+01
    0.1052631579E+01     0.4323563816E+01
    0.1077694236E+01     0.3183064916E+01
    0.1102756892E+01     0.2349800739E+01
    0.1127819549E+01     0.4047928085E+01
    0.1152882206E+01     0.2300036259E+01
    0.1177944862E+01     0.5716101920E+01
    0.1203007519E+01     0.2730208538E+01
    0.1228070175E+01     0.4795436034E+01
    0.1253132832E+01     0.2715583456E+01
    0.1278195489E+01     0.2043721645E+01
    0.1303258145E+01     0.2563285012E+01
    0.1328320802E+01     0.3659574163E+01
    0.1353383459E+01     0.3022514760E+01
    0.1378446115E+01     0.9699034338E+00
    0.1403508772E+01     0.5518891089E+01
    0.1428571429E+01     0.2523349325E+01
    0.1453634085E+01     0.3053845843E+01
    0.1478696742E+01     0.3275578712E+01
    0.1503759398E+01     0.4579391082E+01
    0.1528822055E+01     0.5425272957E+01
    0.1553884712E+01     0.3071777017E+01
    0.1578947368E+01     0.3385259503E+01
    0.1604010025E+01     0.4675979036E+01
    0.1629072682E+01     0.1314010229E+01
    0.1654135338E+01     0.4113013210E+01
    0.1679197995E+01     0.2507061371E+01
    0.1704260652E+01     0.5000035345E+01
    0.1729323308E+01     0.3429260966E+01
    0.1754385965E+01     0.2492440039E+01
    0.1779448622E+01     0.4518727721E+01
    0.1804511278E+01     0.2509193810E+01
    0.1829573935E+01     0.4547794831E+01
    0.1854636591E+01     0.3469382504E+01
    0.1879699248E+01     0.4390733144E+01
    0.1904761905E+01     0.3582378782E+01
    0.1929824561E+01     0.4040434895E+01
    0.1954887218E+01     0.4807931646E+01
    0.1979949875E+01     0.3384233170E+01
    0.2005012531E+01     0.6039820322E+01
    0.2030075188E+01     0.5003744675E+01
    0.2055137845E+01     0.4866919957E+01
    0.2080200501E+01     0.3435185138E+01
    0.2105263158E+01     0.4000985496E+01
    0.2130325815E+01     0.5008111035E+01
    0.2155388471E+01     0.6408103550E+01
    0.2180451128E+01     0.4116005977E+01
    0.2205513784E+01     0.4079150958E+01
    0.2230576441E+01     0.4467979602E+01
    0.2255639098E+01     0.4622855711E+01
    0.2280701754E+01     0.4469835054E+01
    0.2305764411E+01     0.5034534287E+01
    0.2330827068E+01     0.2093601199E+01
    0.2355889724E+01     0.3066517863E+01
    0.2380952381E+01     0.5382965643E+01
    0.2406015038E+01     0.5207286998E+01
    0.2431077694E+01     0.6585401165E+01
    0.2456140351E+01     0.5650430418E+01
    0.2481203008E+01     0.5820582428E+01
    0.2506265664E+01     0.6140316354E+01
    0.2531328321E+01     0.3953124190E+01
    0.2556390977E+01     0.5023790030E+01
    0.2581453634E+01     0.4614094458E+01
    0.2606516291E+01     0.3494804552E+01
    0.2631578947E+01     0.5023440526E+01
    0.2656641604E+01     0.5757119941E+01
    0.2681704261E+01     0.6471464213E+01
    0.2706766917E+01     0.5539322732E+01
    0.2731829574E+01     0.5815704444E+01
    0.2756892231E+01     0.4633652862E+01
    0.2781954887E+01     0.5586238616E+01
    0.2807017544E+01     0.5711733904E+01
    0.2832080201E+01     0.5102607134E+01
    0.2857142857E+01     0.6202981354E+01
    0.2882205514E+01     0.5550697611E+01
    0.2907268170E+01     0.5734277473E+01
    0.2932330827E+01     0.4964836678E+01
    0.2957393484E+01     0.6986026241E+01
    0.2982456140E+01     0.4612189339E+01
    0.3007518797E+01     0.5721043416E+01
    0.3032581454E+01     0.6013188486E+01
    0.3057644110E+01     0.4596640136E+01
    0.3082706767E+01     0.5544750191E+01
    0.3107769424E+01     0.6298760563E+01
    0.3132832080E+01     0.5505411167E+01
    0.3157894737E+01     0.6046721531E+01
    0.3182957393E+01     0.5154271394E+01
    0.3208020050E+01     0.2431737042E+01
    0.3233082707E+01     0.1932471692E+01
    0.3258145363E+01     0.6809308497E+01
    0.3283208020E+01     0.5347269983E+01
    0.3308270677E+01     0.4995494082E+01
    0.3333333333E+01     0.4996184828E+01
    0.3358395990E+01     0.2769360490E+01
    0.3383458647E+01     0.4474000792E+01
